user_id,birthdate,gender,married,has_children,home_country,home_city,latest_session,total_trips,total_cancellations,total_sessions,total_cancellation_rate,average_checked_bags,prefers_flights,prefers_hotels,prefers_both,conversion_rate,average_clicks,total_clicks,click_efficiency,average_hotel_discount,average_flight_discount,flight_discount_proportion,hotel_discount_proportion,both_discount_proportion,discount_responsiveness,total_hotel_usd_spent,total_flight_usd_spent,total_usd_spent,hotel_hunter_index,scaled_ads_per_km,flight_hunter_index
152583,1986-07-26,F,False,False,usa,colorado springs,2023-06-05,3,1,10,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3,20.2,202,67.33333333333333,0.15,0.15,0.1,0.2,0.0,0.0333333333333333,213,9607.49,9820.49,0.0,0.0,0.0
153982,1978-08-15,F,False,True,canada,toronto,2023-07-20,6,1,11,0.1666666666666666,0.8333333333333333,0.0,0.0,1.0,0.5454545454545454,23.0,253,42.16666666666666,0.15,0.0,0.0,0.0909090909090909,0.0,0.0,1409,4954.72,6363.72,0.0,0.0,0.0
160754,1977-12-06,F,True,True,usa,new york,2023-06-26,3,1,10,0.3333333333333333,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,0.3,29.4,294,98.0,0.1,0.0,0.0,0.1,0.0,0.0,214,11068.7,11282.7,0.0,0.0,0.0
164522,1975-11-07,F,True,False,usa,kansas city,2023-07-14,3,1,10,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3,13.9,139,46.333333333333336,0.05,0.05,0.2,0.1,0.0,0.0666666666666666,233,7728.04,7961.04,0.0,0.003969874074499478,3.969874074499479e-05
167852,2006-02-16,F,False,False,usa,tampa,2023-04-25,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,10.692307692307692,139,0.0,0.1,0.1,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0,0,0.0,0.0,0.0,0.0,0.0
171470,1999-09-14,F,False,False,usa,atlanta,2023-07-10,4,2,9,0.5,0.5,0.5,0.0,0.5,0.4444444444444444,50.666666666666664,456,114.0,0.0,0.1,0.1111111111111111,0.0,0.0,0.0555555555555555,0,16319.64,16319.64,0.0,0.029700083858800515,0.00033000093176445015
174997,1991-11-01,F,False,False,usa,grand rapids,2023-07-15,4,1,9,0.25,0.5,0.25,0.0,0.75,0.4444444444444444,29.666666666666664,267,66.75,0.1,0.0,0.0,0.3333333333333333,0.0,0.0,224,5862.55,6086.55,0.0,0.0,0.0
175032,1994-11-05,F,False,False,usa,houston,2023-07-20,4,0,14,0.0,0.6666666666666666,0.0,0.25,0.75,0.2857142857142857,12.428571428571429,174,43.5,0.1,0.3,0.0714285714285714,0.2142857142857142,0.0,0.0535714285714285,902,1333.64,2235.64,0.0016239969430645,0.0,0.0
181157,1970-08-10,F,True,False,usa,houston,2023-07-07,5,1,10,0.2,1.0,0.0,0.0,1.0,0.5,37.8,378,75.6,0.15,0.175,0.2,0.1,0.0,0.0,1189,8572.19,9761.19,0.000550248376003,0.01927951142656711,0.0006747828999298488
182191,2004-09-27,F,False,True,usa,phoenix,2023-07-04,2,1,9,0.5,1.0,0.5,0.0,0.5,0.2222222222222222,17.88888888888889,161,80.5,0.1,0.0,0.0,0.1111111111111111,0.0,0.0,0,1075.34,1075.34,0.0,0.0,0.0
187212,1969-02-20,F,True,True,usa,los angeles,2023-06-09,3,0,12,0.0,0.6666666666666666,0.0,0.0,1.0,0.25,15.583333333333332,187,62.333333333333336,0.1333333333333333,0.2249999999999999,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,652,1242.57,1894.57,0.0,0.0,0.0
189676,1988-01-10,F,False,True,usa,fort worth,2023-05-03,4,1,10,0.25,0.6666666666666666,0.25,0.25,0.5,0.4,31.2,312,78.0,0.0,0.175,0.2,0.0,0.0,0.05,669,1389.79,2058.79,0.0,0.029602646724313165,0.0010360926353509608
190866,1986-09-24,F,False,False,usa,tallahassee,2023-07-03,8,1,12,0.125,0.25,0.0,0.0,1.0,0.6666666666666666,37.0,444,55.5,0.05,0.0,0.0,0.0833333333333333,0.0,0.0,1065,7713.05,8778.05,0.0,0.0,0.0
195192,1995-09-20,F,False,False,usa,chicago,2023-05-29,4,0,13,0.0,0.25,0.0,0.0,1.0,0.3076923076923077,27.0,351,87.75,0.1,0.1,0.0769230769230769,0.0769230769230769,0.0,0.0,1783,1304.41,3087.41,0.0,0.0,0.0
204943,1982-12-20,M,False,False,canada,ottawa,2023-07-28,10,1,11,0.1,1.0,0.1,0.0,0.9,0.9090909090909092,33.090909090909086,364,36.4,0.0,0.15,0.1818181818181818,0.0,0.0,0.0181818181818181,2152,4526.11,6678.11,0.0,0.008620351379181114,0.00023510049215948487
204997,1985-08-26,F,True,False,usa,kansas city,2023-07-10,6,2,9,0.3333333333333333,0.8333333333333333,0.1666666666666666,0.0,0.8333333333333334,0.6666666666666666,52.77777777777778,475,79.16666666666667,0.1,0.25,0.0,0.1111111111111111,0.1111111111111111,0.0925925925925926,1147,8456.27,9603.27,0.0004358963472452,0.03070960986154096,0.0
205044,1983-08-25,F,True,True,canada,toronto,2023-06-07,6,1,12,0.1666666666666666,1.5,0.0,0.0,1.0,0.5,33.5,402,67.0,0.2,0.05,0.0833333333333333,0.0833333333333333,0.0,0.0,2216,9772.96,11988.96,0.0010189784740797,0.009645064789035748,4.01877699543156e-05
206011,1984-08-04,F,False,True,usa,kansas city,2023-07-08,6,1,12,0.1666666666666666,0.5,0.1666666666666666,0.0,0.8333333333333334,0.5,28.25,339,56.5,0.15,0.05,0.0833333333333333,0.3333333333333333,0.0,0.0138888888888888,500,2076.69,2576.69,0.0013756209400076,0.015702674585321066,6.542781077217108e-05
216796,2001-07-09,F,False,False,usa,cincinnati,2023-03-13,4,2,10,0.5,1.0,0.0,0.0,1.0,0.4,20.5,205,51.25,0.1,0.1666666666666666,0.3,0.1,0.0,0.0,854,6033.98,6887.98,0.0,0.20308519574954254,0.010154259787477122
217114,2004-05-28,O,True,True,usa,long beach,2023-06-26,2,1,11,0.5,1.0,0.5,0.0,0.5,0.1818181818181818,26.454545454545453,291,145.5,0.15,0.05,0.0,0.1818181818181818,0.0909090909090909,0.0454545454545454,0,7432.4,7432.4,0.0,0.0,0.0
217136,1985-04-18,F,False,True,usa,little rock,2023-05-14,4,1,10,0.25,1.3333333333333333,0.25,0.25,0.5,0.4,32.3,323,80.75,0.0,0.175,0.2,0.0,0.0,0.05,473,12788.69,13261.69,0.0,0.0,0.0
220725,1983-07-28,F,False,False,usa,stockton,2023-06-07,7,2,13,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.7142857142857143,0.5384615384615384,42.307692307692314,550,78.57142857142857,0.05,0.15,0.0769230769230769,0.0769230769230769,0.0,0.0219780219780219,500,3592.1,4092.1,0.0,0.0,0.0
224996,1981-03-07,F,False,True,canada,halifax,2023-05-11,4,1,10,0.25,0.5,0.5,0.0,0.5,0.4,31.7,317,79.25,0.1,0.0,0.0,0.2,0.0,0.0,231,9776.63,10007.63,0.0,0.0,0.0
226367,1980-10-21,F,False,False,usa,washington,2023-06-26,4,0,9,0.0,1.0,0.25,0.0,0.75,0.4444444444444444,13.888888888888888,125,31.25,0.0,0.05,0.1111111111111111,0.0,0.0,0.0277777777777777,1064,5383.01,6447.01,0.0,0.002570469596453299,1.4280386646962774e-05
228195,1997-02-26,F,False,True,usa,los angeles,2023-06-01,2,1,11,0.5,2.0,0.5,0.0,0.5,0.1818181818181818,21.909090909090907,241,120.5,0.0,0.2,0.0909090909090909,0.0,0.0,0.0454545454545454,0,1276.64,1276.64,0.0,0.0,0.0
228872,1989-03-22,M,False,False,usa,san antonio,2023-07-16,4,0,11,0.0,1.0,0.0,0.25,0.75,0.3636363636363636,21.909090909090907,241,60.25,0.0,0.325,0.1818181818181818,0.0,0.0,0.0,519,979.37,1498.37,0.0,0.0,0.0
229009,2006-08-27,F,False,False,usa,stockton,2023-07-08,6,2,10,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6,26.4,264,44.0,0.0,0.3,0.1,0.0,0.0,0.0333333333333333,299,5352.73,5651.73,0.0,0.025501785940058187,0.0007650535782017456
229108,1998-05-28,F,False,False,usa,burlington,2023-05-08,3,1,9,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,36.666666666666664,330,110.0,0.1,0.2,0.2222222222222222,0.2222222222222222,0.0,0.1481481481481481,0,1076.2,1076.2,0.0,0.0,0.0
229330,1976-11-08,F,True,False,usa,colorado springs,2023-07-17,5,0,11,0.0,0.2,0.0,0.0,1.0,0.4545454545454545,14.454545454545453,159,31.8,0.1,0.0,0.0,0.0909090909090909,0.0,0.0,1488,2094.39,3582.39,0.0,0.0,0.0
232647,2006-04-11,F,False,False,usa,birmingham,2023-06-02,4,1,10,0.25,1.0,0.25,0.25,0.5,0.4,12.7,127,31.75,0.0,0.175,0.2,0.0,0.0,0.05,703,4698.38,5401.38,0.0,0.1303978164353258,0.004563923575236403
249521,1964-07-23,F,True,True,canada,ottawa,2023-07-04,5,0,11,0.0,1.0,0.0,0.2,0.8,0.4545454545454545,20.454545454545453,225,45.0,0.1333333333333333,0.2,0.0,0.1818181818181818,0.0909090909090909,0.109090909090909,849,3668.07,4517.07,0.0005928602031009,0.0,0.0
252835,1986-01-20,F,False,True,usa,chicago,2023-07-10,10,1,14,0.1,0.8,0.2,0.0,0.8,0.7142857142857143,24.714285714285715,346,34.6,0.05,0.3,0.0714285714285714,0.0714285714285714,0.0,0.0142857142857142,1204,2819.81,4023.81,0.0,0.024128538053610055,0.0005170401011487867
258451,2000-12-10,F,False,False,usa,miami,2023-06-17,3,1,12,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.25,18.333333333333332,220,73.33333333333333,0.0,0.15,0.1666666666666666,0.0,0.0,0.0,656,0.0,656.0,0.0,0.0,0.0
264470,1978-11-05,F,False,True,usa,bakersfield,2023-06-04,2,0,11,0.0,0.5,0.0,0.0,1.0,0.1818181818181818,11.727272727272728,129,64.5,0.1,0.1,0.1818181818181818,0.0909090909090909,0.0,0.0,400,873.02,1273.02,0.0,0.05187503981281765,0.0009431825420512301
276512,1982-08-27,F,True,True,usa,austin,2023-05-27,1,0,12,0.0,1.0,0.0,0.0,1.0,0.0833333333333333,14.083333333333332,169,169.0,0.1625,0.1166666666666666,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,100,395.69,495.69,0.0,0.0,0.0
281952,1987-01-23,F,False,False,usa,louisville,2023-07-08,5,0,11,0.0,0.8,0.2,0.0,0.8,0.4545454545454545,20.090909090909086,221,44.2,0.15,0.0,0.0,0.0909090909090909,0.0,0.0,645,3803.81,4448.81,0.0008858165143988,0.0,0.0
283325,1973-05-15,F,True,False,usa,dallas,2023-06-22,5,0,13,0.0,0.5,0.0,0.2,0.8,0.3846153846153846,14.923076923076923,194,38.8,0.075,0.1125,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0769230769230769,1308,1393.28,2701.28,0.0,0.03602821158910312,0.0009353478008709461
290123,1983-04-08,F,True,False,usa,houston,2023-07-14,8,0,13,0.0,0.875,0.125,0.0,0.875,0.6153846153846154,20.153846153846157,262,32.75,0.0,0.0,0.0,0.0,0.0,0.0,2779,5091.23,7870.23,0.0,0.0,0.0
297546,1972-12-05,F,True,False,usa,new york,2023-07-07,8,0,12,0.0,0.6666666666666666,0.125,0.25,0.625,0.6666666666666666,23.916666666666664,287,35.875,0.05,0.1,0.0833333333333333,0.0833333333333333,0.0,0.03125,1053,2436.76,3489.76,5.09489237039e-05,0.0,0.0
298253,1977-08-01,F,True,True,usa,los angeles,2023-06-13,3,0,12,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.25,13.0,156,52.0,0.15,0.3,0.1666666666666666,0.0,0.0833333333333333,0.1388888888888888,64,1617.9,1681.9,0.0,0.11943750685458596,0.005971875342729295
299476,1985-05-19,F,True,False,usa,atlanta,2023-07-19,4,1,13,0.25,0.25,0.0,0.0,1.0,0.3076923076923077,39.0,507,126.75,0.1166666666666666,0.2,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0769230769230769,1459,4208.84,5667.84,0.000530391359585,0.0,0.0
306165,2003-04-13,F,False,False,usa,cleveland,2023-07-07,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,12.545454545454543,138,0.0,0.05,0.1,0.0,0.0,0.0909090909090909,0.0,0,0.0,0.0,0.0,0.0,0.0
306819,1964-04-02,F,True,True,usa,new york,2023-07-17,3,1,11,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.2727272727272727,32.54545454545455,358,119.33333333333331,0.05,0.1,0.1818181818181818,0.0909090909090909,0.0,0.0,896,270.16,1166.16,0.0,0.0,0.0
312488,1993-06-27,M,True,False,usa,new york,2023-07-09,3,0,11,0.0,1.0,0.0,0.0,1.0,0.2727272727272727,12.727272727272728,140,46.66666666666666,0.2,0.25,0.0909090909090909,0.0909090909090909,0.0,0.0,544,1802.79,2346.79,0.0,0.0,0.0
313724,1972-05-13,F,False,False,usa,tulsa,2023-07-15,8,1,10,0.125,0.7142857142857142,0.0,0.125,0.875,0.8,40.3,403,50.375,0.0,0.1,0.1,0.0,0.0,0.0,1821,2647.05,4468.05,0.0,0.020368910155222037,0.00020368910155222036
316527,1982-07-17,F,True,True,canada,winnipeg,2023-07-01,4,0,11,0.0,0.25,0.0,0.0,1.0,0.3636363636363636,17.09090909090909,188,47.0,0.05,0.175,0.1818181818181818,0.0909090909090909,0.0,0.0,1607,1739.89,3346.89,3.12641122729e-05,0.0,0.0
317688,1983-05-19,F,False,True,usa,indianapolis,2023-07-11,6,0,12,0.0,0.5,0.1666666666666666,0.0,0.8333333333333334,0.5,15.333333333333332,184,30.666666666666668,0.075,0.2499999999999999,0.1666666666666666,0.1666666666666666,0.0,0.0277777777777777,823,2091.45,2914.45,0.0001241880015284,0.0,0.0
322867,1977-12-07,F,False,False,usa,mobile,2023-07-08,3,0,11,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.2727272727272727,12.636363636363637,139,46.333333333333336,0.1,0.125,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,468,742.19,1210.19,0.0,0.0,0.0
324191,1984-05-27,F,False,False,usa,san diego,2023-05-26,4,0,11,0.0,0.5,0.0,0.0,1.0,0.3636363636363636,17.818181818181817,196,49.0,0.15,0.1166666666666666,0.1818181818181818,0.0,0.0909090909090909,0.0909090909090909,1609,1293.48,2902.48,0.0,0.0,0.0
328590,1968-07-23,F,False,False,usa,san diego,2023-07-03,6,1,11,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5454545454545454,39.81818181818181,438,73.0,0.15,0.1,0.0909090909090909,0.1818181818181818,0.0,0.0303030303030303,779,4677.85,5456.85,0.0047625664362385,0.0,0.0
330764,1985-02-06,F,False,False,usa,detroit,2023-06-16,6,1,11,0.1666666666666666,1.0,0.1666666666666666,0.5,0.3333333333333333,0.5454545454545454,38.45454545454545,423,70.5,0.075,0.125,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,499,889.91,1388.91,0.0,0.0,0.0
330893,1980-12-16,F,True,True,usa,oklahoma city,2023-06-30,3,0,11,0.0,0.6666666666666666,0.0,0.0,1.0,0.2727272727272727,15.545454545454543,171,57.0,0.175,0.0,0.0,0.1818181818181818,0.0,0.0,414,861.61,1275.61,0.0,0.0,0.0
331039,1979-08-02,F,True,True,canada,london,2023-04-23,3,1,11,0.3333333333333333,2.0,0.0,0.0,1.0,0.2727272727272727,22.63636363636364,249,83.0,0.075,0.1,0.0909090909090909,0.1818181818181818,0.0,0.0,1071,4716.71,5787.71,0.001410358842533,0.0,0.0
334787,1971-04-27,F,False,False,usa,minneapolis,2023-07-07,5,0,11,0.0,1.0,0.0,0.0,1.0,0.4545454545454545,18.090909090909086,199,39.8,0.15,0.0666666666666666,0.2727272727272727,0.0909090909090909,0.0,0.0,1102,1940.19,3042.19,0.0,0.08069306320417369,0.0014671466037122472
337227,1989-06-25,F,True,False,usa,santa ana,2023-04-20,1,0,10,0.0,1.0,0.0,0.0,1.0,0.1,11.6,116,116.0,0.05,0.0,0.0,0.1,0.0,0.0,47,44.78,91.78,0.0,0.0,0.0
338086,1983-12-13,F,False,True,usa,washington,2023-06-21,4,0,12,0.0,0.75,0.0,0.0,1.0,0.3333333333333333,16.416666666666664,197,49.25,0.2,0.3,0.0833333333333333,0.0833333333333333,0.0,0.0,877,3398.94,4275.94,0.0003736254404959,0.0,0.0
340166,1973-05-17,M,True,True,usa,san francisco,2023-06-20,1,0,11,0.0,0.0,0.0,1.0,0.0,0.0909090909090909,9.18181818181818,101,101.0,0.1,0.225,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,237,0.0,237.0,0.0,0.0,0.0
343928,1959-01-26,F,True,False,usa,el paso,2023-07-19,4,0,10,0.0,0.5,0.25,0.0,0.75,0.4,16.1,161,40.25,0.1,0.2999999999999999,0.2,0.1,0.0,0.05,487,6022.45,6509.45,0.0,0.3583180193251493,0.021499081159508947
347778,1974-07-20,F,False,False,usa,las vegas,2023-06-23,9,0,13,0.0,0.75,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6923076923076923,22.923076923076923,298,33.111111111111114,0.1,0.1333333333333333,0.2307692307692307,0.0769230769230769,0.0,0.0341880341880341,3036,6151.02,9187.02,0.0019478165446831,0.01732123874307935,0.0005329611920947489
348817,1995-08-07,F,False,False,canada,calgary,2023-06-03,6,0,10,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6,18.3,183,30.5,0.15,0.05,0.1,0.1,0.0,0.0333333333333333,1414,1759.98,3173.98,0.0011979365685899,0.0,0.0
348863,1957-01-13,F,True,False,usa,san antonio,2023-06-19,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,10.818181818181818,119,0.0,0.0666666666666666,0.0,0.0,0.2727272727272727,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
349132,1975-06-17,F,False,False,usa,cincinnati,2023-07-08,5,0,11,0.0,0.6666666666666666,0.0,0.4,0.6,0.4545454545454545,15.09090909090909,166,33.2,0.1,0.175,0.1818181818181818,0.0909090909090909,0.0,0.0363636363636363,1238,1191.83,2429.83,0.0006137029446162,0.09256922349385054,0.002945384383895244
350648,2006-03-02,F,False,False,usa,lincoln,2023-07-08,3,1,9,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,34.77777777777778,313,104.33333333333331,0.1,0.175,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,565,590.89,1155.89,0.0,0.0,0.0
353271,1997-09-05,F,False,True,usa,milwaukee,2023-07-08,2,0,10,0.0,0.0,0.0,0.0,1.0,0.2,11.3,113,56.5,0.15,0.15,0.1,0.1,0.0,0.0,385,2940.19,3325.19,0.0,0.0,0.0
353694,1984-06-17,F,False,True,usa,new york,2023-07-05,3,0,9,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,13.111111111111112,118,39.333333333333336,0.0,0.075,0.4444444444444444,0.0,0.0,0.0,480,2932.74,3412.74,0.0,0.04993441602775844,0.0016644805342586144
354050,1974-05-28,F,False,False,usa,detroit,2023-07-04,6,0,11,0.0,0.1666666666666666,0.0,0.0,1.0,0.5454545454545454,19.818181818181817,218,36.333333333333336,0.05,0.05,0.0909090909090909,0.0909090909090909,0.0,0.0,1303,2022.61,3325.61,0.0002153749956577,0.016624077111274397,7.556398686942907e-05
354260,1974-09-27,F,False,False,usa,providence,2023-04-03,3,0,9,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,14.666666666666666,132,44.0,0.0,0.15,0.2222222222222222,0.0,0.0,0.1481481481481481,260,1403.36,1663.36,0.0,0.0,0.0
354311,1978-07-12,F,True,False,usa,tucson,2023-04-12,2,0,11,0.0,0.5,0.5,0.0,0.5,0.1818181818181818,10.272727272727272,113,56.5,0.0,0.125,0.1818181818181818,0.0,0.0,0.0909090909090909,97,1072.89,1169.89,0.0,0.0,0.0
354950,1970-10-19,M,True,False,usa,amarillo,2023-06-14,2,0,9,0.0,1.0,0.0,0.0,1.0,0.2222222222222222,13.222222222222221,119,59.5,0.1,0.0,0.0,0.1111111111111111,0.0,0.0,283,1300.22,1583.22,0.0,0.0,0.0
356046,1989-10-17,F,False,False,canada,ottawa,2023-06-30,4,0,10,0.0,0.25,0.0,0.0,1.0,0.4,14.6,146,36.5,0.075,0.15,0.1,0.1,0.1,0.1,796,1536.88,2332.88,0.0007164692395873,0.024440641039510196,0.00036660961559265297
357737,1982-10-04,F,True,True,usa,san diego,2023-06-26,9,1,12,0.1111111111111111,0.25,0.0,0.1111111111111111,0.8888888888888888,0.75,42.166666666666664,506,56.22222222222222,0.0833333333333333,0.0,0.0,0.25,0.0,0.0277777777777777,1549,2932.0,4481.0,0.0003529274402411,0.0,0.0
359072,1972-12-09,F,True,True,canada,montreal,2023-04-29,6,1,13,0.1666666666666666,0.3333333333333333,0.0,0.0,1.0,0.4615384615384615,32.61538461538461,424,70.66666666666667,0.0,0.2,0.1538461538461538,0.0,0.0,0.0,1006,2284.15,3290.15,0.0,0.0,0.0
359080,1982-05-09,F,True,False,usa,new york,2023-07-03,7,0,11,0.0,0.6666666666666666,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.6363636363636364,18.727272727272727,206,29.428571428571427,0.2,0.1,0.0909090909090909,0.0909090909090909,0.0,0.0519480519480519,1905,5990.94,7895.94,0.0,0.0,0.0
359653,1968-12-26,M,False,False,canada,victoria,2023-07-07,5,0,11,0.0,0.8,0.0,0.0,1.0,0.4545454545454545,18.0,198,39.6,0.075,0.25,0.0909090909090909,0.1818181818181818,0.0,0.0,877,1977.41,2854.41,0.0009101330461666,0.0,0.0
361459,1982-09-16,F,True,True,usa,houston,2023-05-03,1,0,12,0.0,1.0,0.0,0.0,1.0,0.0833333333333333,6.75,81,81.0,0.1166666666666666,0.2,0.0833333333333333,0.25,0.0,0.0,165,393.91,558.91,0.0,0.0,0.0
361759,1971-08-14,F,True,False,canada,winnipeg,2023-06-06,5,0,12,0.0,0.8,0.4,0.0,0.6,0.4166666666666667,14.083333333333332,169,33.8,0.0666666666666666,0.1625,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.1666666666666666,239,4148.62,4387.62,2.75973336729e-05,0.0,0.0
363535,1993-05-15,F,False,False,usa,charlotte,2023-06-09,5,1,11,0.2,0.6,0.0,0.0,1.0,0.4545454545454545,26.454545454545453,291,58.2,0.0,0.1833333333333333,0.2727272727272727,0.0,0.0,0.0,1014,1488.02,2502.02,0.0,0.03812096856633492,0.0019060484283167454
365825,1979-05-10,F,False,False,usa,los angeles,2023-06-12,5,1,10,0.2,0.5,0.0,0.4,0.6,0.5,42.5,425,85.0,0.0,0.1,0.1,0.0,0.0,0.0,1570,238.14,1808.14,0.0,0.0,0.0
371201,1996-01-16,M,False,True,usa,new york,2023-04-19,2,0,10,0.0,1.5,0.5,0.0,0.5,0.2,16.6,166,83.0,0.05,0.2749999999999999,0.2,0.1,0.0,0.1,69,904.87,973.87,0.0,0.0,0.0
372970,1990-04-01,F,False,False,usa,charlotte,2023-05-22,3,0,9,0.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,13.555555555555555,122,40.66666666666666,0.15,0.125,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,538,3945.72,4483.72,0.0,0.0,0.0
373489,1986-12-08,F,True,True,usa,wichita,2023-06-30,3,0,12,0.0,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,14.25,171,57.0,0.11,0.225,0.1666666666666666,0.25,0.1666666666666666,0.1944444444444444,491,8249.45,8740.45,0.0,1.0,0.037499999999999985
374331,1981-12-01,M,False,False,usa,milwaukee,2023-06-29,4,1,11,0.25,0.6666666666666666,0.25,0.25,0.5,0.3636363636363636,34.81818181818181,383,95.75,0.2,0.13,0.3636363636363636,0.0,0.0909090909090909,0.1363636363636363,692,494.9,1186.9,0.0,0.0,0.0
